x,y
-1.6303558513038912,3.357971717373514
0.8023140038834188,4.38196181200038
1.0537437913949532,4.492868587249477
-1.4780415293644775,3.2093591012097695
1.125389165649523,4.966980275791905
-1.1402775245206056,2.325941941236464
2.315799959659257,0.6097696750314038
1.8062512960867254,1.8624296868464296
1.039726124898305,4.504782009170741
-1.6222307600126051,2.7204575043163977
0.7746816050599052,4.915009862639604
-1.180017436876839,2.8380955422599894
1.3567889411199918,4.364624835694804
1.1742734348773176,3.7572565730831373
0.522620896354874,4.329760025346459
-1.2432588742955706,2.8065447110755457
2.448431502487366,0.6644541115699654
2.126244103093268,0.7379994513653892
0.569696937524268,3.4406460262825513
-2.5422462471126526,3.9501286920127825
-1.2376432643574662,3.09270948982971
1.682890110408658,0.48444439060842964
0.9991493371972181,4.210195402435473
1.449896062433369,4.226282280902973
-2.654686127923,2.406628839515321
0.1693211547675193,4.197417187341405
1.7334583200164326,-0.21403791617427648
-1.908975975175127,2.1989865244323337
-1.0979420510757372,3.4884331946619094
-1.557717214269729,2.8642296231875353
1.209101298411725,3.535665484309778
0.9815200889069053,5.196722574401307
-1.5479897388671948,2.774438665138169
0.7694605881666214,3.930059921728011
1.6485853918307765,0.16445149603667986
2.3172130333499807,0.9418747034602676
1.154453277133696,4.657073911544364
2.195229820954497,0.8485884651164579
2.375333284481674,0.08918563778251964
-2.44843878830023,2.6788952593128794
1.5830443934737528,0.6926388133366626
-1.8531083044154153,2.722405573739322
-2.411173238560421,3.0956231577050075
-1.1819949309545112,3.568805376115622
1.91004955875978,4.756809656586083
1.5914154189103553,4.904977251840595
0.639103748217807,4.319702606585565
-0.9926493135639008,2.6911893594074288
0.3897083759894151,5.275597920273036
1.009528689738079,4.455023276318281
0.6591090317060133,4.122416744454821
1.9888272326394,0.7487682202370727
-1.853050813189415,2.6572876051825673
-1.6057375213038134,4.046244009982227
-1.5821743418381418,3.4279686171910226
-1.7036198876005049,2.1096451670076064
2.1335207904155657,1.0137541780380748
2.5156969333232873,1.0570274864094475
1.2645654868539655,4.199637949659393
1.720396175444295,5.251731915463681
-2.194033248923282,2.2445235084343453
-0.7028365471181256,2.99999613907679
0.9621789643771677,4.517953262713599
1.7566094869501967,0.7787027950699333
1.8706766024616561,0.7779740711499736
-1.3837321687757655,3.222304178570848
1.2848690142105657,0.9292946570381027
1.5988564087107986,1.4561718039858633
-1.5075887373018113,2.089524710172146
2.0211467187705625,1.7543350207626203
1.9007610369093169,0.05966175677294849
0.4408937677912238,4.831013190913958
0.7586933026856764,5.228419191688061
-1.726628527853343,3.102910205256882
0.34987239852153196,4.692532505364345
-1.50215652239686,3.1648006494736007
1.8275012696742063,0.9064032394504652
3.184921996778304,0.8765350841076155
1.5772950211864893,0.7246727720882437
-2.8564901322202756,3.221042023512813
-1.840947793042695,2.677368702102729
1.0649831496733715,4.102896859344259
0.9246606526497161,4.509086578417576
3.2468399088648487,1.3699034034331437
2.316905851698755,0.8118904943268128
1.408488177976248,3.932704817245169
0.7214439876706683,4.084750176642797
-1.709250785417748,2.996234188969305
0.5456572360191438,5.258819803997907
2.1386042691191425,1.21517937838399
-2.105581642817332,2.7617361357702763
-1.1533098461195894,2.323409783731255
2.254790694252943,-0.48863271827538823
0.5408715039555542,4.014362495066182
2.6492824176090286,1.0561349659003616
0.8422683930708048,4.705015525346588
1.1774408991352696,3.961382281978233
-1.5859860357861904,2.5777931593346977
-1.8708228187362466,2.3108435597860626
2.4010368969679714,1.2450382317659399
1.878270565806136,0.21018801322892744
1.742659685725724,5.038466712398533
-1.766731920225879,3.2280614105048793
0.6400398546585195,4.1240107466781195
-1.5937547930561249,3.456754164321254
0.16117090506347276,4.535178455211277
2.6050973193764344,1.2252955252992357
0.5285367979496572,4.497238576378021
-0.3002248293705443,4.63059662516857
1.6854860232372213,1.6691709576413047
0.7208675097620585,3.7134712353871837
-0.8446380891706697,2.573157669058154
1.3973138161771175,0.6668713575305824
-0.7936146554348166,3.344158231063739
0.7826066698425189,4.152635952160722
1.1982016949192078,4.470624491135523
1.5459704208181453,3.686374417271564
2.5299779248957583,0.9414392806305323
-1.8262309816833984,2.3599337683529256
-1.5347450690231828,2.998346345482234
1.7571105022076239,0.8713800118031637
1.8234695341098308,1.138404396824668
-1.2052467806904414,2.1325705570163964
1.1644828441243098,3.7540869321562926
1.7365490086567634,0.699027752773538
0.45199359601294875,3.5937783588589025
-2.404849304940765,3.14334949223608
1.0871276185096246,0.9920529583348511
-2.090316917600277,2.5525433849007104
1.2833097637195352,4.764890663231653
-1.3866831605637575,2.4213204558683326
1.5381461005406456,1.2384609190787503
1.343237066941612,0.6510037182568398
1.3096387250800752,1.1173595105702052
1.3124174570527127,4.507518245568945
1.899824435583642,0.9463637430723285
2.006041259220162,0.5659245167568832
1.4513142873092897,4.228108723299541
1.5551598477380955,0.12527811154913104
-1.280033124547311,2.8598302918159395
-1.5948788635610658,3.48632794263447
-1.747365329368201,2.7777045137408685
1.7233096151252982,4.201208195565489
1.4608378925408636,0.6442554827885931
2.4836828273842233,0.5721508632878634
0.8204938124828087,4.3318699985632625
-1.8792541511500223,3.38951262381787
-2.180167439089564,3.746947601142217
1.5030758517186527,0.9237461995684241
0.6583470393570545,4.64200397492164
2.03562611231913,0.31361691106733813
-2.049530696295383,3.5234549061744733
-1.872928937114101,3.6860707884560218
-2.0196593820639808,2.1819647576013295
1.3408153596352634,4.368278782827096
3.136885496073223,1.5659276346561328
2.441162797039712,1.3094157369198025
